ticket_id,dissatisfaction_risk_score
1,0.5453756337327141
2,0.35730977810596865
3,0.4347818172887364
4,0.39132058624151544
5,0.40018134018108514
6,0.6323619136434633
7,0.37765853526005017
8,0.4632743804987231
9,0.39132058624151544
10,0.3630251627689895
11,0.43140359731483363
12,0.3986140303711836
13,0.26775353885203657
14,0.3515410241061728
15,0.3412622127685235
16,0.3982689065857692
17,0.3549928259791038
18,0.40154420176702366
19,0.4106630567263753
20,0.3761176100160125
21,0.3604712147187962
22,0.37946590380188
23,0.3846389962308382
24,0.38420943919275596
25,0.5070926515252493
26,0.4096113659361126
27,0.31461225070660503
28,0.4497170430136216
29,0.42382863453172676
30,0.4709711125702582
31,0.5112720948755503
32,0.33188658864667125
33,0.3914044657343063
34,0.34081483578572996
35,0.3125916317807259
36,0.5790113136145664
37,0.3686481460454228
38,0.6334495863678382
39,0.38710341086809014
40,0.3903764945116956
41,0.35011084337083964
42,0.3047919952928636
43,0.4709711125702582
44,0.3871601194946617
45,0.5227499718723625
46,0.42794881245185
47,0.3908333484442645
48,0.6205098076423984
49,0.40154420176702366
50,0.36050703401079404
51,0.2833511677208854
52,0.4370432794435764
53,0.2597603918852307
54,0.3957981966417233
55,0.4178660838644369
56,0.46601887471334774
57,0.38347079298163034
58,0.38989400346491754
59,0.30503480823370865
60,0.39054741479841404
61,0.37935251467928716
62,0.4298692663270141
63,0.3998065825825128
64,0.40544072328871505
65,0.4478135984152719
66,0.285628040069152
67,0.4776677241335318
68,0.22369247655325344
69,0.4764585287115088
70,0.5238128470704535
71,0.23950243466348908
72,0.3903764945116956
73,0.38485757444762875
74,0.35059702664294146
75,0.35319432087545705
76,0.40057536997556553
77,0.27560853606243635
78,0.37380616743780354
79,0.4242834051167652
80,0.34951555220153885
81,0.3888321189221731
82,0.14511813307749405
83,0.3723063675725678
84,0.40294850303679647
85,0.3568872237495539
86,0.41747634211129914
87,0.561701816824998
88,0.6379162837880402
89,0.4012572039430841
90,0.4386153693818552
91,0.45599864021308234
92,0.41800516651978714
93,0.3984350690929026
94,0.22586256061473867
95,0.34644408587246506
96,0.23950243466348908
97,0.3810306118115171
98,0.5043861322722295
99,0.3412622127685235
100,0.21143694883833317
101,0.39286226064120355
102,0.7067798686335676
103,0.4268726617245664
104,0.33832199326067414
105,0.4666327523906187
106,0.2778489589221512
107,0.3885739452938731
108,0.4059482246532645
109,0.3392626434806358
110,0.6263736292777561
111,0.4437528340337864
112,0.47921209145596644
113,0.3932857123828975
114,0.3677958462862684
115,0.4437528340337864
116,0.38240277703893377
117,0.4131917481653119
118,0.2285913076977763
119,0.3954635268267962
120,0.5392547549100594
121,0.3437152407229124
122,0.40057536997556553
123,0.5307181119474036
124,0.44085188288643196
125,0.3898957708264152
126,0.3005603984216607
127,0.3738678512281437
128,0.3767877059385697
129,0.4011010991890366
130,0.41482832695274185
131,0.4386153693818552
132,0.3898957708264152
133,0.38131046056386186
134,0.40294850303679647
135,0.348794895415699
136,0.3515410241061728
137,0.542948461446913
138,0.3761176100160125
139,0.4034654736631003
140,0.4118084747905123
141,0.3416669222121898
142,0.3767121368540411
143,0.3621512655547055
144,0.43485716333826707
145,0.43778431507289084
146,0.38500843753314923
147,0.25778017453975516
148,0.3971957399073548
149,0.36097172287825874
150,0.4059482246532645
151,0.45951414418122644
152,0.23301086154387626
153,0.6084976485439058
154,0.3820639324613566
155,0.43555124153013647
156,0.3957981966417233
157,0.3867899120615866
158,0.44161282085696646
159,0.4868336210735512
160,0.4012572039430841
161,0.3673970483110502
162,0.37464157270637954
163,0.3898957708264152
164,0.6243072251952181
165,0.38420943919275596
166,0.4459221514215776
167,0.39800428951009603
168,0.4377357598956722
169,0.5032885685832358
170,0.4709711125702582
171,0.4061073301192482
172,0.3761176100160125
173,0.37018737158250076
174,0.38500843753314923
175,0.4318226847104805
176,0.4273282760864509
177,0.22939525519059495
178,0.3729955564216879
179,0.45656356909812607
180,0.5032885685832358
181,0.4702628264566725
