ticket_id,sentiment_label,sentiment_score
1,NEGATIVE,0.994507372379303
2,NEGATIVE,0.9487313628196716
3,NEGATIVE,0.9993652701377869
4,NEGATIVE,0.9679810404777527
5,NEGATIVE,0.9973958730697632
6,NEGATIVE,0.998868465423584
7,NEGATIVE,0.9997612833976746
8,NEGATIVE,0.9977110624313354
9,NEGATIVE,0.9699519276618958
10,NEGATIVE,0.9987668991088867
11,NEGATIVE,0.9989802241325378
12,NEGATIVE,0.9993994235992432
13,POSITIVE,0.9982365369796753
14,NEGATIVE,0.9996312856674194
15,NEGATIVE,0.9953403472900391
16,NEGATIVE,0.9992094039916992
17,POSITIVE,0.9914125204086304
18,NEGATIVE,0.9986000657081604
19,POSITIVE,0.9594713449478149
20,NEGATIVE,0.9963815212249756
21,NEGATIVE,0.9986035227775574
22,NEGATIVE,0.9899941086769104
23,NEGATIVE,0.9798287749290466
24,NEGATIVE,0.9981729984283447
25,NEGATIVE,0.9990857839584351
26,NEGATIVE,0.9996935129165649
27,NEGATIVE,0.9997312426567078
28,NEGATIVE,0.9678279161453247
29,NEGATIVE,0.9988704323768616
30,NEGATIVE,0.9976832866668701
31,POSITIVE,0.6598820686340332
32,NEGATIVE,0.9976791739463806
33,NEGATIVE,0.9997016787528992
34,NEGATIVE,0.5506489872932434
35,NEGATIVE,0.9925227761268616
36,NEGATIVE,0.9996572732925415
37,NEGATIVE,0.9897083044052124
38,NEGATIVE,0.9996562004089355
39,NEGATIVE,0.9986120462417603
40,NEGATIVE,0.9993541836738586
41,NEGATIVE,0.9996249675750732
42,NEGATIVE,0.9716572165489197
43,NEGATIVE,0.998120129108429
44,NEGATIVE,0.9980042576789856
45,NEGATIVE,0.9989019632339478
46,POSITIVE,0.9254124164581299
47,NEGATIVE,0.9886885285377502
48,NEGATIVE,0.9997671246528625
49,NEGATIVE,0.9985694885253906
50,NEGATIVE,0.9826589822769165
51,NEGATIVE,0.9996947050094604
52,NEGATIVE,0.9996856451034546
53,POSITIVE,0.9536285400390625
54,NEGATIVE,0.9978583455085754
55,NEGATIVE,0.999699592590332
56,NEGATIVE,0.968346893787384
57,POSITIVE,0.9916378855705261
58,NEGATIVE,0.8905348181724548
59,NEGATIVE,0.999535322189331
60,NEGATIVE,0.9970203042030334
61,NEGATIVE,0.9990449547767639
62,NEGATIVE,0.9865034818649292
63,NEGATIVE,0.9942786693572998
64,POSITIVE,0.8676167130470276
65,NEGATIVE,0.9991127848625183
66,NEGATIVE,0.9990009665489197
67,NEGATIVE,0.9989752769470215
68,NEGATIVE,0.9996422529220581
69,NEGATIVE,0.9989135265350342
70,NEGATIVE,0.9997418522834778
71,NEGATIVE,0.9997718930244446
72,NEGATIVE,0.9992595314979553
73,NEGATIVE,0.9970501661300659
74,NEGATIVE,0.9997114539146423
75,NEGATIVE,0.9103425145149231
76,NEGATIVE,0.996464729309082
77,NEGATIVE,0.9991106390953064
78,NEGATIVE,0.7173559069633484
79,NEGATIVE,0.9962584972381592
80,NEGATIVE,0.96988445520401
81,NEGATIVE,0.9983701109886169
82,NEGATIVE,0.9997162222862244
83,NEGATIVE,0.9872035384178162
84,NEGATIVE,0.995771586894989
85,NEGATIVE,0.9995031356811523
86,NEGATIVE,0.9997698664665222
87,POSITIVE,0.8232672214508057
88,NEGATIVE,0.9988812804222107
89,NEGATIVE,0.9993566870689392
90,NEGATIVE,0.9987043142318726
91,NEGATIVE,0.9990769624710083
92,NEGATIVE,0.999056875705719
93,NEGATIVE,0.998451828956604
94,NEGATIVE,0.9996352195739746
95,NEGATIVE,0.9936331510543823
96,NEGATIVE,0.9997846484184265
97,NEGATIVE,0.9981127977371216
98,NEGATIVE,0.9997302889823914
99,NEGATIVE,0.9966930150985718
100,NEGATIVE,0.9498318433761597
101,NEGATIVE,0.9967262744903564
102,NEGATIVE,0.9998111128807068
103,NEGATIVE,0.9988728165626526
104,POSITIVE,0.9889037013053894
105,NEGATIVE,0.9995837807655334
106,NEGATIVE,0.7209075093269348
107,POSITIVE,0.9897366762161255
108,NEGATIVE,0.9953078627586365
109,NEGATIVE,0.9990766048431396
110,NEGATIVE,0.9996587038040161
111,NEGATIVE,0.9991901516914368
112,NEGATIVE,0.9975972771644592
113,NEGATIVE,0.99873286485672
114,NEGATIVE,0.9927248954772949
115,NEGATIVE,0.9991568326950073
116,NEGATIVE,0.9883205890655518
117,NEGATIVE,0.9640317559242249
118,NEGATIVE,0.9997865557670593
119,NEGATIVE,0.9825170636177063
120,NEGATIVE,0.9433060884475708
121,NEGATIVE,0.9728351831436157
122,NEGATIVE,0.9969025254249573
123,NEGATIVE,0.9997418522834778
124,NEGATIVE,0.9984135627746582
125,NEGATIVE,0.9968523383140564
126,NEGATIVE,0.9944369792938232
127,NEGATIVE,0.9837596416473389
128,NEGATIVE,0.9834175705909729
129,POSITIVE,0.9764437675476074
130,NEGATIVE,0.9996881484985352
131,NEGATIVE,0.9975246787071228
132,NEGATIVE,0.9983339905738831
133,NEGATIVE,0.9996107220649719
134,NEGATIVE,0.9980456829071045
135,POSITIVE,0.880966305732727
136,NEGATIVE,0.9996294975280762
137,NEGATIVE,0.9980260729789734
138,NEGATIVE,0.9967431426048279
139,NEGATIVE,0.9934296011924744
140,NEGATIVE,0.9997041821479797
141,NEGATIVE,0.9996923208236694
142,NEGATIVE,0.998943030834198
143,NEGATIVE,0.9979225993156433
144,NEGATIVE,0.9995474219322205
145,NEGATIVE,0.99832683801651
146,NEGATIVE,0.9969438910484314
147,NEGATIVE,0.999643087387085
148,NEGATIVE,0.9959320425987244
149,POSITIVE,0.9776925444602966
150,NEGATIVE,0.9976403713226318
151,NEGATIVE,0.999311089515686
152,NEGATIVE,0.9495846629142761
153,NEGATIVE,0.999661922454834
154,NEGATIVE,0.9966002106666565
155,NEGATIVE,0.9983024597167969
156,NEGATIVE,0.9980910420417786
157,NEGATIVE,0.9829723238945007
158,NEGATIVE,0.7478044629096985
159,NEGATIVE,0.6817066669464111
160,NEGATIVE,0.9993951320648193
161,NEGATIVE,0.9991745352745056
162,NEGATIVE,0.9990008473396301
163,NEGATIVE,0.9966467022895813
164,NEGATIVE,0.9994833469390869
165,NEGATIVE,0.9977941513061523
166,NEGATIVE,0.9997401833534241
167,NEGATIVE,0.9977322816848755
168,NEGATIVE,0.9996908903121948
169,NEGATIVE,0.9997428059577942
170,NEGATIVE,0.99814772605896
171,POSITIVE,0.9993938207626343
172,NEGATIVE,0.9954941272735596
173,NEGATIVE,0.985119640827179
174,NEGATIVE,0.9965752959251404
175,NEGATIVE,0.9997623562812805
176,NEGATIVE,0.996972918510437
177,NEGATIVE,0.9383664727210999
178,NEGATIVE,0.9993677735328674
179,NEGATIVE,0.9977600574493408
180,NEGATIVE,0.999739944934845
181,NEGATIVE,0.998924195766449
182,NEGATIVE,0.7738946080207825
183,NEGATIVE,0.9933213591575623
184,NEGATIVE,0.9993643164634705
185,NEGATIVE,0.9998026490211487
186,NEGATIVE,0.9995077848434448
187,NEGATIVE,0.9995288848876953
188,POSITIVE,0.9964163303375244
189,NEGATIVE,0.9995973706245422
190,NEGATIVE,0.9927815794944763
191,NEGATIVE,0.9937844276428223
192,NEGATIVE,0.9996691942214966
193,NEGATIVE,0.8943135142326355
194,NEGATIVE,0.9997618794441223
195,NEGATIVE,0.9978747367858887
196,NEGATIVE,0.9995997548103333
197,NEGATIVE,0.9994444251060486
198,NEGATIVE,0.9997261166572571
199,NEGATIVE,0.9974804520606995
200,NEGATIVE,0.9973668456077576
201,NEGATIVE,0.9504956603050232
202,NEGATIVE,0.898284375667572
203,POSITIVE,0.964015543460846
204,NEGATIVE,0.9996154308319092
205,NEGATIVE,0.9523321390151978
206,NEGATIVE,0.9979591369628906
207,NEGATIVE,0.9378219246864319
208,NEGATIVE,0.9994578957557678
209,NEGATIVE,0.8650359511375427
210,NEGATIVE,0.9989818930625916
211,NEGATIVE,0.9779941439628601
212,NEGATIVE,0.9788917303085327
213,NEGATIVE,0.9983345866203308
214,NEGATIVE,0.9997885823249817
215,NEGATIVE,0.9991998076438904
216,NEGATIVE,0.9996272325515747
217,NEGATIVE,0.9995740056037903
218,NEGATIVE,0.9973734617233276
219,NEGATIVE,0.9951489567756653
220,NEGATIVE,0.9918070435523987
221,NEGATIVE,0.9969446063041687
